permit_type,permit_subtype,permit_street_address,permit_lot_size,contractor,contractor_address,submitted_date,issued_date,inspector
Building,Rennovation,0679 Tran Overpass,1.23 acres,Reese Ltd,2506 Johnson Garden Run,1563235200,1565395200,Lauren Ayala
Building,New Construction,17776 Jones Ridge,0.76 acres,Lucero-Rich,6977 Ward Glens Dale,1563235200,1563840000,Lauren Ayala
Building,Rennovation,5586 Sarah Groves,1.18 acres,Roth-Garcia,5547 Schroeder Glens Courts,1563235200,1565222400,Brian Ochoa
Maintenance,Mechanical,73327 Matthew Village Apt. 191,1.1 acres,Lucero-Rich,6977 Ward Glens Dale,1563235200,1564272000,Stephanie White
Building,New Construction,69675 Mitchell Run,1.39 acres,Roth-Garcia,5547 Schroeder Glens Courts,1563321600,1564012800,Lauren Ayala
Maintenance,Electrical,58293 Rebecca Stream Suite 680,0.45 acres,Quinn Inc,7398 Young Meadow Falls,1563321600,1563926400,Lauren Ayala
Maintenance,Plumbing,2611 Kramer Walks,0.89 acres,Quinn Inc,7398 Young Meadow Falls,1563321600,1563753600,Brian Ochoa
Maintenance,Plumbing,52393 Reed Crest Suite 746,0.94 acres,Lawson Group,5562 Deleon Isle Expressway,1563321600,1563840000,Edward Woods
Building,Rennovation,8434 Kaiser River,0.8 acres,Lawson Group,5562 Deleon Isle Expressway,1563408000,1564963200,Edward Woods
Maintenance,Mechanical,41222 Mitchell Fort Apt. 721,1.27 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1563408000,1564185600,Lauren Ayala
Maintenance,Electrical,4016 Sherri Plain Suite 902,0.93 acres,Lawson Group,5562 Deleon Isle Expressway,1563408000,1564099200,Lauren Ayala
Maintenance,Plumbing,57126 Bethany Plain Suite 225,1.15 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1563408000,1564012800,Brian Ochoa
Maintenance,Plumbing,295 Mack Plains Suite 747,2.03 acres,Mercado and Sons,8410 Katie Heights Flats,1563408000,1564185600,Lauren Ayala
Maintenance,Mechanical,67899 Lawson Causeway Suite 987,1.67 acres,Lucero-Rich,6977 Ward Glens Dale,1563494400,1564358400,Brian Ochoa
Maintenance,Mechanical,4224 Ortiz Creek,0.71 acres,Blair-Williams,2618 Marshall Summit Passage,1563494400,1564099200,Edward Woods
Building,Rennovation,01263 Murphy Forges,1.25 acres,Lucero-Rich,6977 Ward Glens Dale,1563580800,1565740800,Lauren Ayala
Building,Rennovation,764 Rachel Park,0.85 acres,Blair-Williams,2618 Marshall Summit Passage,1563580800,1565395200,Brian Ochoa
Building,Rennovation,1152 Walker Flats,1.3 acres,Quinn Inc,7398 Young Meadow Falls,1563580800,1565740800,Brian Ochoa
Maintenance,Electrical,3645 Timothy Dale,1.14 acres,Bray Ltd,6147 Amanda Center Pines,1563667200,1564444800,Edward Woods
Maintenance,Electrical,619 Barker Locks,1.54 acres,Quinn Inc,7398 Young Meadow Falls,1563667200,1564358400,Brian Ochoa
Building,New Construction,7068 Bush Meadow Suite 458,0.81 acres,Blair-Williams,2618 Marshall Summit Passage,1563667200,1564531200,Stephanie White
Building,Rennovation,8158 Williams Track Apt. 500,0.66 acres,Blair-Williams,2618 Marshall Summit Passage,1563753600,1565654400,Lauren Ayala
Maintenance,Mechanical,836 Cooper Gardens,1.04 acres,Mercado and Sons,8410 Katie Heights Flats,1563926400,1564790400,Brian Ochoa
Building,Rennovation,8447 Williams Creek Apt. 888,0.9 acres,Roth-Garcia,5547 Schroeder Glens Courts,1563926400,1566086400,Stephanie White
Building,Rennovation,8027 Stewart Center Apt. 198,1.56 acres,Lawson Group,5562 Deleon Isle Expressway,1563926400,1566000000,Lauren Ayala
Maintenance,Electrical,6472 Love Point Suite 850,1.51 acres,Blair-Williams,2618 Marshall Summit Passage,1564012800,1565136000,Stephanie White
Building,Rennovation,655 Brandt Pine,0.42 acres,Lawson Group,5562 Deleon Isle Expressway,1564012800,1565913600,Stephanie White
Building,Rennovation,10614 Christopher Wells,1.02 acres,Quinn Inc,7398 Young Meadow Falls,1564099200,1565913600,Lauren Ayala
Building,New Construction,896 Gilbert Mount Suite 588,1.32 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1564099200,1564876800,Edward Woods
Building,New Construction,522 Day Stravenue,1.47 acres,Roth-Garcia,5547 Schroeder Glens Courts,1564099200,1564876800,Edward Woods
Building,New Construction,420 Rodriguez Overpass Apt. 415,1.51 acres,Quinn Inc,7398 Young Meadow Falls,1564099200,1564876800,Edward Woods
Building,New Construction,5840 Ronald Valley Apt. 387,1.29 acres,Quinn Inc,7398 Young Meadow Falls,1564185600,1565049600,Lauren Ayala
Maintenance,Mechanical,50057 Livingston Land Apt. 965,1.9 acres,Lucero-Rich,6977 Ward Glens Dale,1564185600,1565222400,Stephanie White
Maintenance,Plumbing,18799 Dawn Streets,1.01 acres,Lucero-Rich,6977 Ward Glens Dale,1564185600,1564790400,Lauren Ayala
Maintenance,Electrical,2578 Jessica Isle Apt. 821,0.78 acres,Mercado and Sons,8410 Katie Heights Flats,1564185600,1564704000,Brian Ochoa
Maintenance,Plumbing,5589 Miller Gardens Apt. 782,1.02 acres,Blair-Williams,2618 Marshall Summit Passage,1564185600,1565049600,Lauren Ayala
Maintenance,Electrical,025 Jackie Village Suite 206,0.56 acres,Lucero-Rich,6977 Ward Glens Dale,1564185600,1564876800,Lauren Ayala
Building,Rennovation,224 Thomas Stravenue,0.72 acres,Blair-Williams,2618 Marshall Summit Passage,1564272000,1566086400,Lauren Ayala
Maintenance,Mechanical,5497 Colton Cliff Suite 879,1.26 acres,Bray Ltd,6147 Amanda Center Pines,1564272000,1564963200,Brian Ochoa
Building,New Construction,724 Newman Club Apt. 601,0.84 acres,Quinn Inc,7398 Young Meadow Falls,1564358400,1564790400,Brian Ochoa
Building,Rennovation,0847 Daniels Cliff,0.89 acres,Lucero-Rich,6977 Ward Glens Dale,1564358400,1565827200,Brian Ochoa
Building,Rennovation,96053 Smith Gateway Suite 679,1.47 acres,Mercado and Sons,8410 Katie Heights Flats,1564358400,1566345600,Edward Woods
Maintenance,Mechanical,889 Holmes Burgs Apt. 582,0.9 acres,Roth-Garcia,5547 Schroeder Glens Courts,1564358400,1564963200,Lauren Ayala
Maintenance,Mechanical,4989 Johnson Inlet,0.82 acres,Lucero-Rich,6977 Ward Glens Dale,1564358400,1565136000,Edward Woods
Maintenance,Electrical,67756 Morrison Lakes Apt. 867,0.99 acres,Reese Ltd,2506 Johnson Garden Run,1564358400,1565136000,Stephanie White
Maintenance,Plumbing,8767 Ponce Burg,1.51 acres,Lawson Group,5562 Deleon Isle Expressway,1564358400,1565049600,Lauren Ayala
Maintenance,Electrical,2166 Mikayla Motorway Suite 664,0.62 acres,Blair-Williams,2618 Marshall Summit Passage,1564444800,1564876800,Brian Ochoa
Maintenance,Mechanical,1090 Wells Creek Suite 186,0.86 acres,Quinn Inc,7398 Young Meadow Falls,1564444800,1565222400,Lauren Ayala
Maintenance,Mechanical,706 Woods Extensions Apt. 403,0.83 acres,Blair-Williams,2618 Marshall Summit Passage,1564444800,1565049600,Lauren Ayala
Building,Rennovation,1720 Cochran Lock Suite 486,0.86 acres,Reese Ltd,2506 Johnson Garden Run,1564444800,1566345600,Lauren Ayala
Maintenance,Mechanical,6138 Jennifer Terrace,0.75 acres,Bray Ltd,6147 Amanda Center Pines,1564444800,1565308800,Stephanie White
Building,New Construction,951 Alyssa View Apt. 870,0.62 acres,Bray Ltd,6147 Amanda Center Pines,1564531200,1565136000,Lauren Ayala
Building,New Construction,9329 Ricardo Springs,1.39 acres,Lucero-Rich,6977 Ward Glens Dale,1564531200,1565136000,Brian Ochoa
Maintenance,Mechanical,6388 Smith Ramp,0.88 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1564531200,1565136000,Edward Woods
Maintenance,Electrical,877 Courtney Roads Apt. 855,1.63 acres,Blair-Williams,2618 Marshall Summit Passage,1564617600,1565395200,Lauren Ayala
Maintenance,Plumbing,023 Madison Corners,1.01 acres,Bray Ltd,6147 Amanda Center Pines,1564617600,1565136000,Brian Ochoa
Maintenance,Mechanical,539 Owens Plaza Apt. 652,0.51 acres,Blair-Williams,2618 Marshall Summit Passage,1564617600,1565308800,Lauren Ayala
Building,Rennovation,2182 Dawn Village Suite 252,1.26 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1564617600,1566345600,Brian Ochoa
Building,Rennovation,550 Brett Mountain Apt. 492,0.87 acres,Roth-Garcia,5547 Schroeder Glens Courts,1564617600,1566518400,Stephanie White
Maintenance,Mechanical,2828 Patricia Summit,0.62 acres,Quinn Inc,7398 Young Meadow Falls,1564704000,1565481600,Lauren Ayala
Maintenance,Plumbing,21883 Patricia Lock Apt. 481,0.68 acres,Quinn Inc,7398 Young Meadow Falls,1564704000,1565136000,Brian Ochoa
Building,Rennovation,7992 Walker Pike,1.37 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1564704000,1566604800,Lauren Ayala
Maintenance,Electrical,462 Jason Grove Apt. 282,1.07 acres,Reese Ltd,2506 Johnson Garden Run,1564790400,1565568000,Edward Woods
Building,New Construction,737 Aaron Route Apt. 598,0.77 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1564790400,1565308800,Edward Woods
Maintenance,Plumbing,6585 Jackson Keys,0.93 acres,Bray Ltd,6147 Amanda Center Pines,1564790400,1565308800,Edward Woods
Maintenance,Plumbing,434 Jeremy Crest Apt. 462,0.72 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1564790400,1565654400,Stephanie White
Maintenance,Mechanical,0283 James Alley Apt. 598,1.4 acres,Bray Ltd,6147 Amanda Center Pines,1564876800,1565913600,Stephanie White
Maintenance,Electrical,325 Andrews Island,1.08 acres,Reese Ltd,2506 Johnson Garden Run,1564876800,1565654400,Lauren Ayala
Maintenance,Electrical,49888 Santos Light,0.56 acres,Lawson Group,5562 Deleon Isle Expressway,1564963200,1565308800,Brian Ochoa
Maintenance,Mechanical,268 Michael Lake,0.98 acres,Lawson Group,5562 Deleon Isle Expressway,1564963200,1565481600,Lauren Ayala
Maintenance,Mechanical,86822 Sloan Junctions Suite 161,0.98 acres,Reese Ltd,2506 Johnson Garden Run,1565049600,1565568000,Brian Ochoa
Maintenance,Electrical,52521 Christina Ramp,1.17 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1565049600,1565654400,Brian Ochoa
Building,Rennovation,32859 Carter Square,0.8 acres,Reese Ltd,2506 Johnson Garden Run,1565049600,1567123200,Stephanie White
Building,New Construction,47169 Chris Mission,1.17 acres,Lawson Group,5562 Deleon Isle Expressway,1565049600,1565740800,Edward Woods
Building,Rennovation,23958 Walker Hills,0.92 acres,Bray Ltd,6147 Amanda Center Pines,1565049600,1566691200,Lauren Ayala
Maintenance,Mechanical,606 Connor Drive Suite 974,1.41 acres,Bray Ltd,6147 Amanda Center Pines,1565049600,1566172800,Stephanie White
Maintenance,Plumbing,96544 Laura Walk Apt. 106,1.36 acres,Roth-Garcia,5547 Schroeder Glens Courts,1565049600,1565654400,Brian Ochoa
Maintenance,Plumbing,2907 Kayla Park,0.75 acres,Quinn Inc,7398 Young Meadow Falls,1565136000,1565568000,Lauren Ayala
Building,Rennovation,3457 Thompson Burg,1.5 acres,Mercado and Sons,8410 Katie Heights Flats,1565136000,1566864000,Brian Ochoa
Maintenance,Plumbing,165 Andrews Station Suite 743,1.49 acres,Lawson Group,5562 Deleon Isle Expressway,1565136000,1565740800,Edward Woods
Maintenance,Electrical,41233 Moreno Ranch,1.26 acres,Roth-Garcia,5547 Schroeder Glens Courts,1565222400,1565913600,Lauren Ayala
Maintenance,Mechanical,999 Deborah Camp,0.69 acres,Lucero-Rich,6977 Ward Glens Dale,1565308800,1566345600,Stephanie White
Maintenance,Electrical,933 Freeman Junctions,0.72 acres,Mercado and Sons,8410 Katie Heights Flats,1565308800,1565827200,Brian Ochoa
Building,New Construction,76832 Darlene Lights Suite 533,0.71 acres,Bray Ltd,6147 Amanda Center Pines,1565395200,1566086400,Lauren Ayala
Maintenance,Electrical,13021 Miguel Well Apt. 540,1.29 acres,Quinn Inc,7398 Young Meadow Falls,1565395200,1566172800,Lauren Ayala
Building,Rennovation,40523 White Falls Suite 163,1.57 acres,Lucero-Rich,6977 Ward Glens Dale,1565395200,1567468800,Stephanie White
Building,New Construction,33873 Archer Bypass,2.04 acres,Reese Ltd,2506 Johnson Garden Run,1565395200,1566259200,Edward Woods
Maintenance,Plumbing,568 Hines Via,1.47 acres,Roth-Garcia,5547 Schroeder Glens Courts,1565481600,1566518400,Stephanie White
Maintenance,Mechanical,0308 Blanchard Ports,1.43 acres,Lucero-Rich,6977 Ward Glens Dale,1565568000,1566432000,Edward Woods
Building,New Construction,029 Lopez Harbors,0.98 acres,Mercado and Sons,8410 Katie Heights Flats,1565568000,1566086400,Edward Woods
Building,New Construction,084 Shah Lake Suite 275,1.61 acres,Reese Ltd,2506 Johnson Garden Run,1565568000,1566518400,Stephanie White
Maintenance,Plumbing,9386 Lindsey Path,1.09 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1565568000,1566259200,Edward Woods
Maintenance,Mechanical,69640 Conley Burgs,0.87 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1565654400,1566432000,Lauren Ayala
Maintenance,Electrical,8090 Reynolds Shoals Apt. 742,0.93 acres,Mercado and Sons,8410 Katie Heights Flats,1565654400,1566172800,Edward Woods
Maintenance,Mechanical,465 Brown Lake,0.99 acres,Lawson Group,5562 Deleon Isle Expressway,1565654400,1566345600,Brian Ochoa
Maintenance,Mechanical,444 Joshua Plains,1.33 acres,Roth-Garcia,5547 Schroeder Glens Courts,1565740800,1566604800,Lauren Ayala
Building,New Construction,786 Tiffany Squares,1.13 acres,Reese Ltd,2506 Johnson Garden Run,1565740800,1566777600,Stephanie White
Maintenance,Plumbing,322 Laura Locks Apt. 430,1.69 acres,Quinn Inc,7398 Young Meadow Falls,1565740800,1566518400,Stephanie White
Building,Rennovation,00630 Hamilton Pine Suite 118,0.91 acres,Mercado and Sons,8410 Katie Heights Flats,1565827200,1567900800,Lauren Ayala
Building,Rennovation,59007 Young Forks Suite 855,0.62 acres,Blair-Williams,2618 Marshall Summit Passage,1565913600,1568073600,Lauren Ayala
Maintenance,Plumbing,366 Holmes Isle,1.24 acres,Bray Ltd,6147 Amanda Center Pines,1566000000,1566864000,Stephanie White
Maintenance,Plumbing,70511 Herman Parkways,1.9 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1566086400,1566777600,Lauren Ayala
Building,Rennovation,702 Jessica Shore Suite 667,1.03 acres,Bray Ltd,6147 Amanda Center Pines,1566086400,1568160000,Brian Ochoa
Maintenance,Mechanical,57866 Derek Pine,1.0 acres,Lucero-Rich,6977 Ward Glens Dale,1566086400,1566604800,Brian Ochoa
Maintenance,Plumbing,04668 Baker Summit,1.81 acres,Blair-Williams,2618 Marshall Summit Passage,1566172800,1566604800,Brian Ochoa
Building,Rennovation,4118 Anderson Cape,0.72 acres,Blair-Williams,2618 Marshall Summit Passage,1566172800,1567987200,Brian Ochoa
Building,Rennovation,384 Danielle Ridges Apt. 837,1.09 acres,Blair-Williams,2618 Marshall Summit Passage,1566259200,1568419200,Brian Ochoa
Maintenance,Electrical,3954 Cortez Junction Apt. 260,1.46 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1566259200,1566950400,Brian Ochoa
Building,New Construction,75746 Lewis Turnpike Apt. 478,1.03 acres,Roth-Garcia,5547 Schroeder Glens Courts,1566259200,1566950400,Edward Woods
Maintenance,Electrical,108 Ashley Loop,2.28 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1566259200,1566950400,Brian Ochoa
Building,New Construction,2531 James Forks Apt. 287,0.67 acres,Roth-Garcia,5547 Schroeder Glens Courts,1566259200,1567036800,Stephanie White
Maintenance,Mechanical,02560 William Fields,0.99 acres,Bray Ltd,6147 Amanda Center Pines,1566259200,1566864000,Brian Ochoa
Building,Rennovation,6658 Owens Turnpike,0.49 acres,Roth-Garcia,5547 Schroeder Glens Courts,1566345600,1568160000,Edward Woods
Building,Rennovation,7519 Martin Vista,1.98 acres,Blair-Williams,2618 Marshall Summit Passage,1566345600,1568160000,Lauren Ayala
Maintenance,Electrical,4765 Moore Stream Apt. 683,1.46 acres,Bray Ltd,6147 Amanda Center Pines,1566345600,1567123200,Lauren Ayala
Maintenance,Electrical,32790 Hernandez Glen,1.25 acres,Quinn Inc,7398 Young Meadow Falls,1566345600,1567123200,Edward Woods
Maintenance,Electrical,7165 Paul Plain Apt. 138,0.47 acres,Bray Ltd,6147 Amanda Center Pines,1566432000,1566950400,Brian Ochoa
Maintenance,Electrical,876 Jason Glens,0.9 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1566432000,1567036800,Lauren Ayala
Building,New Construction,68701 Perez Parks Suite 549,1.64 acres,Roth-Garcia,5547 Schroeder Glens Courts,1566432000,1567123200,Brian Ochoa
Maintenance,Electrical,9271 Craig Burg,0.53 acres,Mercado and Sons,8410 Katie Heights Flats,1566432000,1567036800,Edward Woods
Building,Rennovation,81036 Susan Branch,0.47 acres,Mercado and Sons,8410 Katie Heights Flats,1566518400,1567987200,Brian Ochoa
Maintenance,Plumbing,47722 Julie Court,0.58 acres,Reese Ltd,2506 Johnson Garden Run,1566518400,1567209600,Lauren Ayala
Maintenance,Plumbing,710 Rivera Route Suite 162,1.61 acres,Quinn Inc,7398 Young Meadow Falls,1566518400,1567123200,Lauren Ayala
Maintenance,Plumbing,05321 Brandon Junction Apt. 063,2.35 acres,Blair-Williams,2618 Marshall Summit Passage,1566518400,1567209600,Brian Ochoa
Building,Rennovation,1019 Emily Heights Apt. 135,1.32 acres,Mercado and Sons,8410 Katie Heights Flats,1566518400,1568592000,Lauren Ayala
Building,New Construction,768 Mitchell Mews,0.77 acres,Reese Ltd,2506 Johnson Garden Run,1566604800,1567209600,Edward Woods
Building,Rennovation,9660 Stewart Keys,1.13 acres,Reese Ltd,2506 Johnson Garden Run,1566604800,1568678400,Edward Woods
Maintenance,Electrical,6454 Ortiz Alley,0.85 acres,Quinn Inc,7398 Young Meadow Falls,1566604800,1567123200,Brian Ochoa
Building,Rennovation,7354 Robinson Isle Suite 380,1.36 acres,Quinn Inc,7398 Young Meadow Falls,1566691200,1568246400,Brian Ochoa
Maintenance,Plumbing,4793 Chad Garden Suite 249,0.68 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1566691200,1567641600,Stephanie White
Building,Rennovation,6441 Barber Parkway Suite 473,0.57 acres,Blair-Williams,2618 Marshall Summit Passage,1566691200,1568505600,Brian Ochoa
Maintenance,Mechanical,2592 King Views Suite 348,0.47 acres,Quinn Inc,7398 Young Meadow Falls,1566777600,1567382400,Edward Woods
Maintenance,Mechanical,085 Brian Vista,0.97 acres,Roth-Garcia,5547 Schroeder Glens Courts,1566777600,1567296000,Brian Ochoa
Maintenance,Electrical,4172 Mercado Skyway,0.72 acres,Bray Ltd,6147 Amanda Center Pines,1566777600,1567382400,Lauren Ayala
Maintenance,Electrical,6806 Baker Hollow,0.91 acres,Quinn Inc,7398 Young Meadow Falls,1566777600,1567209600,Edward Woods
Maintenance,Electrical,03022 Christine Branch Suite 308,0.77 acres,Roth-Garcia,5547 Schroeder Glens Courts,1566864000,1567728000,Stephanie White
Maintenance,Electrical,396 Alexis Bridge,0.81 acres,Mercado and Sons,8410 Katie Heights Flats,1566864000,1567728000,Stephanie White
Building,New Construction,44774 Allen Mall Apt. 283,1.18 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1566950400,1567814400,Edward Woods
Maintenance,Plumbing,132 Warren Inlet,1.25 acres,Mercado and Sons,8410 Katie Heights Flats,1567036800,1567987200,Stephanie White
Maintenance,Plumbing,45094 Romero Union Suite 679,0.89 acres,Mercado and Sons,8410 Katie Heights Flats,1567036800,1567814400,Stephanie White
Building,New Construction,406 Long Corners Suite 711,1.09 acres,Lawson Group,5562 Deleon Isle Expressway,1567036800,1567814400,Edward Woods
Maintenance,Electrical,6144 Whitaker Greens,1.88 acres,Reese Ltd,2506 Johnson Garden Run,1567036800,1567987200,Stephanie White
Maintenance,Plumbing,5632 Tiffany Motorway,1.17 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1567123200,1567900800,Stephanie White
Maintenance,Plumbing,2112 Jackson Turnpike,0.49 acres,Bray Ltd,6147 Amanda Center Pines,1567123200,1567555200,Edward Woods
Maintenance,Electrical,84796 Goodman Way Suite 677,0.99 acres,Bray Ltd,6147 Amanda Center Pines,1567123200,1567555200,Brian Ochoa
Building,Rennovation,65394 Lori Brooks,1.06 acres,Blair-Williams,2618 Marshall Summit Passage,1567209600,1569196800,Brian Ochoa
Maintenance,Mechanical,35093 Arroyo Vista,1.06 acres,Reese Ltd,2506 Johnson Garden Run,1567209600,1567900800,Lauren Ayala
Maintenance,Plumbing,3406 Holly Freeway,0.55 acres,Quinn Inc,7398 Young Meadow Falls,1567209600,1567728000,Edward Woods
Maintenance,Mechanical,447 Tanya Lodge,2.38 acres,Bray Ltd,6147 Amanda Center Pines,1567209600,1568073600,Brian Ochoa
Maintenance,Electrical,85953 Avila Park Apt. 277,1.12 acres,Blair-Williams,2618 Marshall Summit Passage,1567296000,1567900800,Lauren Ayala
Building,Rennovation,956 Jennifer Ports Suite 443,1.86 acres,Blair-Williams,2618 Marshall Summit Passage,1567296000,1569196800,Stephanie White
Building,New Construction,5379 Nicole Via,0.54 acres,Bray Ltd,6147 Amanda Center Pines,1567382400,1568160000,Stephanie White
Building,New Construction,5248 Crystal Haven Suite 574,0.96 acres,Mercado and Sons,8410 Katie Heights Flats,1567468800,1568073600,Edward Woods
Maintenance,Plumbing,4157 Ryan Place,0.63 acres,Roth-Garcia,5547 Schroeder Glens Courts,1567468800,1567987200,Lauren Ayala
Maintenance,Mechanical,622 Garcia Plains Suite 994,0.59 acres,Roth-Garcia,5547 Schroeder Glens Courts,1567555200,1568160000,Lauren Ayala
Maintenance,Electrical,01385 Farmer Spur Suite 307,1.34 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1567555200,1568332800,Edward Woods
Maintenance,Mechanical,691 Marshall Plain,1.42 acres,Reese Ltd,2506 Johnson Garden Run,1567641600,1568419200,Edward Woods
Maintenance,Mechanical,4566 Mills Route Suite 256,1.35 acres,Lucero-Rich,6977 Ward Glens Dale,1567641600,1568419200,Lauren Ayala
Maintenance,Electrical,11129 Brandon Mill Suite 768,0.54 acres,Blair-Williams,2618 Marshall Summit Passage,1567641600,1568160000,Edward Woods
Maintenance,Plumbing,449 Robert Squares,1.51 acres,Roth-Garcia,5547 Schroeder Glens Courts,1567641600,1568332800,Edward Woods
Building,New Construction,8819 Anne Bypass,1.44 acres,Blair-Williams,2618 Marshall Summit Passage,1567641600,1568332800,Brian Ochoa
Maintenance,Plumbing,5236 Grant Ports,2.13 acres,Reese Ltd,2506 Johnson Garden Run,1567728000,1568505600,Brian Ochoa
Maintenance,Mechanical,4957 Breanna Vista Apt. 555,1.0 acres,Roth-Garcia,5547 Schroeder Glens Courts,1567728000,1568505600,Edward Woods
Maintenance,Electrical,480 William Wells Suite 355,0.53 acres,Lucero-Rich,6977 Ward Glens Dale,1567728000,1568332800,Lauren Ayala
Maintenance,Plumbing,30680 Richardson Squares,1.05 acres,Reese Ltd,2506 Johnson Garden Run,1567728000,1568592000,Lauren Ayala
Building,Rennovation,615 Sharp Haven,1.43 acres,Lucero-Rich,6977 Ward Glens Dale,1567814400,1570147200,Stephanie White
Maintenance,Plumbing,250 Burch River,0.63 acres,Quinn Inc,7398 Young Meadow Falls,1567900800,1568332800,Lauren Ayala
Building,Rennovation,18033 Mindy Mountain Apt. 380,1.06 acres,Lucero-Rich,6977 Ward Glens Dale,1567900800,1570060800,Edward Woods
Maintenance,Plumbing,82584 Sharon Crossroad Suite 803,1.76 acres,Quinn Inc,7398 Young Meadow Falls,1567900800,1568505600,Brian Ochoa
Maintenance,Electrical,601 Richardson Parkways,0.93 acres,Lawson Group,5562 Deleon Isle Expressway,1567900800,1568332800,Lauren Ayala
Building,Rennovation,77757 Brown Neck,1.12 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1567987200,1569888000,Stephanie White
Maintenance,Mechanical,9830 Burke Valley,0.8 acres,Lucero-Rich,6977 Ward Glens Dale,1567987200,1568678400,Lauren Ayala
Maintenance,Plumbing,49222 Taylor Station,0.85 acres,Lucero-Rich,6977 Ward Glens Dale,1567987200,1568332800,Brian Ochoa
Building,New Construction,9367 Price Manor,0.67 acres,Reese Ltd,2506 Johnson Garden Run,1568073600,1568937600,Stephanie White
Building,New Construction,483 Ochoa Prairie Suite 995,2.15 acres,Bray Ltd,6147 Amanda Center Pines,1568073600,1568937600,Edward Woods
Maintenance,Electrical,9608 Calhoun Hills,0.33 acres,Mercado and Sons,8410 Katie Heights Flats,1568073600,1568937600,Stephanie White
Maintenance,Electrical,0956 Vickie Mission Suite 203,1.27 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1568160000,1568937600,Lauren Ayala
Building,Rennovation,2401 Joseph Orchard,0.75 acres,Roth-Garcia,5547 Schroeder Glens Courts,1568160000,1570233600,Stephanie White
Building,Rennovation,804 Rodriguez Loaf Apt. 742,0.43 acres,Reese Ltd,2506 Johnson Garden Run,1568160000,1569801600,Brian Ochoa
Maintenance,Plumbing,863 Wagner Groves Suite 249,1.37 acres,Reese Ltd,2506 Johnson Garden Run,1568246400,1568764800,Brian Ochoa
Maintenance,Plumbing,5268 Parker Islands,1.06 acres,Mercado and Sons,8410 Katie Heights Flats,1568246400,1568851200,Lauren Ayala
Maintenance,Mechanical,3166 Willis Parkway,0.79 acres,Bray Ltd,6147 Amanda Center Pines,1568246400,1568851200,Lauren Ayala
Building,Rennovation,538 Darryl Mountains Apt. 132,1.47 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1568246400,1570752000,Stephanie White
Maintenance,Plumbing,180 Griffin Loop Suite 681,1.21 acres,Lawson Group,5562 Deleon Isle Expressway,1568246400,1568937600,Lauren Ayala
Building,Rennovation,31055 Jason Knolls Suite 803,1.34 acres,Quinn Inc,7398 Young Meadow Falls,1568332800,1570665600,Lauren Ayala
Maintenance,Electrical,5302 Morales Spur,1.16 acres,Blair-Williams,2618 Marshall Summit Passage,1568332800,1569369600,Stephanie White
Building,Rennovation,807 Young Parkways,0.59 acres,Reese Ltd,2506 Johnson Garden Run,1568419200,1570406400,Stephanie White
Building,New Construction,72336 Katrina Ways Suite 158,1.28 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1568419200,1569024000,Brian Ochoa
Building,Rennovation,919 Karen Road,0.98 acres,Bray Ltd,6147 Amanda Center Pines,1568419200,1570579200,Stephanie White
Maintenance,Mechanical,799 James Plains Apt. 451,0.58 acres,Reese Ltd,2506 Johnson Garden Run,1568419200,1568937600,Brian Ochoa
Maintenance,Mechanical,42768 Knight Plaza,0.88 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1568592000,1569196800,Lauren Ayala
Maintenance,Electrical,0854 Stephanie Rapid,0.82 acres,Roth-Garcia,5547 Schroeder Glens Courts,1568592000,1569196800,Lauren Ayala
Maintenance,Plumbing,810 Melissa Lock,0.87 acres,Quinn Inc,7398 Young Meadow Falls,1568678400,1569110400,Lauren Ayala
Maintenance,Electrical,938 Jackson Lakes Apt. 960,1.04 acres,Ford-Delacruz,9609 Santiago Bypass Crossroad,1568678400,1569369600,Edward Woods
Maintenance,Mechanical,1293 Stephen Freeway,2.42 acres,Blair-Williams,2618 Marshall Summit Passage,1568764800,1569628800,Brian Ochoa
